_id,Term,First Name,Last Name,Committee,MTG #,Session Date,Session Type,Session Start-End Time,Present
5183,2022-2026,Anthony,Perruzza,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5184,2022-2026,Dianne,Saxe,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5185,2022-2026,Michael,Thompson,City Council,18,2024-05-22,Morning,09:37AM - 10:31AM,Y
5186,2022-2026,Paul,Ainslie,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5187,2022-2026,Brad,Bradford,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5188,2022-2026,Alejandra,Bravo,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5189,2022-2026,Jon,Burnside,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5190,2022-2026,Shelley,Carroll,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,N
5191,2022-2026,Lily,Cheng,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5192,2022-2026,Olivia,Chow,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5193,2022-2026,Mike,Colle,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5194,2022-2026,Vincent,Crisanti,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5195,2022-2026,Paula,Fletcher,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5196,2022-2026,Stephen,Holyday,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5197,2022-2026,Parthi,Kandavel,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5198,2022-2026,Ausma,Malik,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5199,2022-2026,Nick,Mantas,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5200,2022-2026,Josh,Matlow,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5201,2022-2026,Jennifer,McKelvie,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5202,2022-2026,Chris,Moise,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5203,2022-2026,Amber,Morley,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5204,2022-2026,Jamaal,Myers,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5205,2022-2026,Frances,Nunziata,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5206,2022-2026,James,Pasternak,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5207,2022-2026,Gord,Perks,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5208,2022-2026,Anthony,Perruzza,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5209,2022-2026,Dianne,Saxe,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5210,2022-2026,Michael,Thompson,City Council,18,2024-05-22,Afternoon,14:12PM - 19:47PM,Y
5211,2022-2026,Paul,Ainslie,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5212,2022-2026,Brad,Bradford,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5213,2022-2026,Alejandra,Bravo,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5214,2022-2026,Jon,Burnside,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5215,2022-2026,Shelley,Carroll,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,N
5216,2022-2026,Lily,Cheng,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5217,2022-2026,Olivia,Chow,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5218,2022-2026,Mike,Colle,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5219,2022-2026,Vincent,Crisanti,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5220,2022-2026,Paula,Fletcher,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5221,2022-2026,Stephen,Holyday,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5222,2022-2026,Parthi,Kandavel,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5223,2022-2026,Ausma,Malik,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5224,2022-2026,Nick,Mantas,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5225,2022-2026,Josh,Matlow,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5226,2022-2026,Jennifer,McKelvie,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5227,2022-2026,Chris,Moise,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5228,2022-2026,Amber,Morley,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5229,2022-2026,Jamaal,Myers,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5230,2022-2026,Frances,Nunziata,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5231,2022-2026,James,Pasternak,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5232,2022-2026,Gord,Perks,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5233,2022-2026,Anthony,Perruzza,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5234,2022-2026,Dianne,Saxe,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,Y
5235,2022-2026,Michael,Thompson,City Council,18,2024-05-23,Morning,09:45AM - 12:17PM,N
5236,2022-2026,Paul,Ainslie,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5237,2022-2026,Brad,Bradford,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5238,2022-2026,Alejandra,Bravo,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5239,2022-2026,Jon,Burnside,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5240,2022-2026,Shelley,Carroll,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5241,2022-2026,Lily,Cheng,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5242,2022-2026,Olivia,Chow,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5243,2022-2026,Mike,Colle,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5244,2022-2026,Vincent,Crisanti,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5245,2022-2026,Paula,Fletcher,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5246,2022-2026,Stephen,Holyday,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5247,2022-2026,Parthi,Kandavel,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5248,2022-2026,Ausma,Malik,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5249,2022-2026,Nick,Mantas,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5250,2022-2026,Josh,Matlow,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5251,2022-2026,Jennifer,McKelvie,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5252,2022-2026,Chris,Moise,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5253,2022-2026,Amber,Morley,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5254,2022-2026,Jamaal,Myers,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5255,2022-2026,Frances,Nunziata,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5256,2022-2026,James,Pasternak,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5257,2022-2026,Gord,Perks,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5258,2022-2026,Anthony,Perruzza,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5259,2022-2026,Dianne,Saxe,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,Y
5260,2022-2026,Michael,Thompson,City Council,18,2024-05-23,Afternoon,14:22PM - 17:58PM,N
5261,2022-2026,Paul,Ainslie,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5262,2022-2026,Brad,Bradford,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5263,2022-2026,Alejandra,Bravo,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5264,2022-2026,Jon,Burnside,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5265,2022-2026,Shelley,Carroll,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5266,2022-2026,Lily,Cheng,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5267,2022-2026,Olivia,Chow,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5268,2022-2026,Mike,Colle,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5269,2022-2026,Vincent,Crisanti,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5270,2022-2026,Paula,Fletcher,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5271,2022-2026,Stephen,Holyday,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5272,2022-2026,Parthi,Kandavel,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5273,2022-2026,Ausma,Malik,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5274,2022-2026,Nick,Mantas,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5275,2022-2026,Josh,Matlow,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5276,2022-2026,Jennifer,McKelvie,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5277,2022-2026,Chris,Moise,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5278,2022-2026,Amber,Morley,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5279,2022-2026,Jamaal,Myers,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5280,2022-2026,Frances,Nunziata,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5281,2022-2026,James,Pasternak,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5282,2022-2026,Gord,Perks,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5283,2022-2026,Anthony,Perruzza,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5284,2022-2026,Dianne,Saxe,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,Y
5285,2022-2026,Michael,Thompson,City Council,18,2024-05-23,Evening,18:39PM - 22:34PM,N
5286,2022-2026,Alejandra,Bravo,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,Y
5287,2022-2026,Ausma,Malik,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,Y
5288,2022-2026,Chris,Moise,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,Y
5289,2022-2026,Amber,Morley,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,N
5290,2022-2026,Gord,Perks,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,Y
5291,2022-2026,Michael,Thompson,Board of Health,13,2024-05-27,Morning,09:37AM - 10:53AM,Y
5292,2022-2026,Alejandra,Bravo,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,Y
5293,2022-2026,Ausma,Malik,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,Y
5294,2022-2026,Chris,Moise,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,Y
5295,2022-2026,Amber,Morley,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,N
5296,2022-2026,Gord,Perks,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,Y
5297,2022-2026,Michael,Thompson,Board of Health,13,2024-05-27,Morning,11:04AM - 11:20AM,Y
5298,2022-2026,Brad,Bradford,Toronto Parking Authority,9,2024-05-28,Morning,09:35AM - 10:50AM,Y
5299,2022-2026,Mike,Colle,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5300,2022-2026,Paula,Fletcher,Toronto Parking Authority,9,2024-05-28,Morning,09:35AM - 10:50AM,Y
5301,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5302,2022-2026,Amber,Morley,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5303,2022-2026,James,Pasternak,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5304,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5305,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,14,2024-05-28,Morning,09:35AM - 12:30PM,Y
5306,2022-2026,Brad,Bradford,Toronto Parking Authority,9,2024-05-28,Morning,10:54AM - 13:18PM,Y
5307,2022-2026,Paula,Fletcher,Toronto Parking Authority,9,2024-05-28,Morning,10:54AM - 13:18PM,Y
5308,2022-2026,Brad,Bradford,Toronto Parking Authority,9,2024-05-28,Afternoon,13:20PM - 13:22PM,N
5309,2022-2026,Paula,Fletcher,Toronto Parking Authority,9,2024-05-28,Afternoon,13:20PM - 13:22PM,N
5310,2022-2026,Mike,Colle,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5311,2022-2026,Jennifer,McKelvie,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5312,2022-2026,Amber,Morley,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5313,2022-2026,James,Pasternak,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5314,2022-2026,Anthony,Perruzza,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5315,2022-2026,Dianne,Saxe,Infrastructure and Environment Committee,14,2024-05-28,Afternoon,13:37PM - 17:41PM,Y
5316,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,13,2024-05-29,Morning,09:37AM - 12:40PM,Y
5317,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,13,2024-05-29,Morning,09:37AM - 12:40PM,N
5318,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,13,2024-05-29,Morning,09:37AM - 12:40PM,Y
5319,2022-2026,Ausma,Malik,Economic and Community Development Committee ,13,2024-05-29,Morning,09:37AM - 12:40PM,Y
5320,2022-2026,Chris,Moise,Economic and Community Development Committee ,13,2024-05-29,Morning,09:37AM - 12:40PM,Y
5321,2022-2026,Alejandra,Bravo,Economic and Community Development Committee ,13,2024-05-29,Afternoon,13:38PM - 14:16PM,Y
5322,2022-2026,Shelley,Carroll,Economic and Community Development Committee ,13,2024-05-29,Afternoon,13:38PM - 14:16PM,N
5323,2022-2026,Paula,Fletcher,Economic and Community Development Committee ,13,2024-05-29,Afternoon,13:38PM - 14:16PM,Y
5324,2022-2026,Ausma,Malik,Economic and Community Development Committee ,13,2024-05-29,Afternoon,13:38PM - 14:16PM,Y
5325,2022-2026,Chris,Moise,Economic and Community Development Committee ,13,2024-05-29,Afternoon,13:38PM - 14:16PM,Y
5326,2022-2026,Paul,Ainslie,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,Y
5327,2022-2026,Jon,Burnside,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,N
5328,2022-2026,Lily,Cheng,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,Y
5329,2022-2026,Vincent,Crisanti,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,Y
5330,2022-2026,Stephen,Holyday,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,Y
5331,2022-2026,Nick,Mantas,General Government Committee,13,2024-05-30,Afternoon,14:38PM - 15:39PM,Y
5332,2022-2026,Paul,Ainslie,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,Y
5333,2022-2026,Jon,Burnside,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,N
5334,2022-2026,Lily,Cheng,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,Y
5335,2022-2026,Vincent,Crisanti,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,Y
5336,2022-2026,Stephen,Holyday,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,Y
5337,2022-2026,Nick,Mantas,General Government Committee,13,2024-05-30,Afternoon,15:42PM - 15:47PM,Y
5338,2022-2026,Paul,Ainslie,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,Y
5339,2022-2026,Jon,Burnside,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,N
5340,2022-2026,Lily,Cheng,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,Y
5341,2022-2026,Vincent,Crisanti,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,Y
5342,2022-2026,Stephen,Holyday,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,Y
5343,2022-2026,Nick,Mantas,General Government Committee,13,2024-05-30,Afternoon,15:48PM - 15:49PM,Y
5344,2022-2026,Paul,Ainslie,Service Excellence Committee,3,2024-05-31,Morning,09:35AM - 10:26AM,Y
5345,2022-2026,Lily,Cheng,Service Excellence Committee,3,2024-05-31,Morning,09:35AM - 10:26AM,N
5346,2022-2026,Stephen,Holyday,Service Excellence Committee,3,2024-05-31,Morning,09:35AM - 10:26AM,Y
5347,2022-2026,Gord,Perks,Service Excellence Committee,3,2024-05-31,Morning,09:35AM - 10:26AM,Y
5348,2022-2026,Paul,Ainslie,Board of Management of the Toronto Zoo,10,2024-05-31,Afternoon,14:02PM - 14:55PM,Y
5349,2022-2026,Jennifer,McKelvie,Board of Management of the Toronto Zoo,10,2024-05-31,Afternoon,14:02PM - 14:55PM,Y
5350,2022-2026,Jamaal,Myers,Board of Management of the Toronto Zoo,10,2024-05-31,Afternoon,14:02PM - 14:55PM,Y
5351,2022-2026,Vincent,Crisanti,Etobicoke York Community Council,14,2024-06-03,Morning,09:30AM - 10:31AM,N
5352,2022-2026,Stephen,Holyday,Etobicoke York Community Council,14,2024-06-03,Morning,09:30AM - 10:31AM,Y
5353,2022-2026,Amber,Morley,Etobicoke York Community Council,14,2024-06-03,Morning,09:30AM - 10:31AM,Y
5354,2022-2026,Frances,Nunziata,Etobicoke York Community Council,14,2024-06-03,Morning,09:30AM - 10:31AM,Y
5355,2022-2026,Anthony,Perruzza,Etobicoke York Community Council,14,2024-06-03,Morning,09:30AM - 10:31AM,Y
5356,2022-2026,Alejandra,Bravo,Board of Health - Strategic Plan Development Committee,4,2024-06-04,Morning,09:34AM - 11:35AM,Y
5357,2022-2026,Amber,Morley,Board of Health - Strategic Plan Development Committee,4,2024-06-04,Morning,09:34AM - 11:35AM,Y
5358,2022-2026,Jon,Burnside,North York Community Council,14,2024-06-04,Morning,09:37AM - 09:59AM,Y
5359,2022-2026,Shelley,Carroll,North York Community Council,14,2024-06-04,Morning,09:37AM - 09:59AM,Y
5360,2022-2026,Lily,Cheng,North York Community Council,14,2024-06-04,Morning,09:37AM - 09:59AM,Y
5361,2022-2026,Mike,Colle,North York Community Council,14,2024-06-04,Morning,09:37AM - 09:59AM,Y
5362,2022-2026,James,Pasternak,North York Community Council,14,2024-06-04,Morning,09:37AM - 09:59AM,Y
5363,2022-2026,Jon,Burnside,North York Community Council,14,2024-06-04,Morning,10:00AM - 12:14PM,Y
5364,2022-2026,Shelley,Carroll,North York Community Council,14,2024-06-04,Morning,10:00AM - 12:14PM,Y
5365,2022-2026,Lily,Cheng,North York Community Council,14,2024-06-04,Morning,10:00AM - 12:14PM,Y
5366,2022-2026,Mike,Colle,North York Community Council,14,2024-06-04,Morning,10:00AM - 12:14PM,Y
5367,2022-2026,James,Pasternak,North York Community Council,14,2024-06-04,Morning,10:00AM - 12:14PM,Y
5368,2022-2026,Alejandra,Bravo,Board of Health - Strategic Plan Development Committee,4,2024-06-04,Morning,11:45AM - 12:13PM,Y
5369,2022-2026,Amber,Morley,Board of Health - Strategic Plan Development Committee,4,2024-06-04,Morning,11:45AM - 12:13PM,Y
5370,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,10,2024-06-05,Morning,09:35AM - 10:04AM,Y
5371,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,10,2024-06-05,Morning,09:35AM - 10:04AM,Y
5372,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,10,2024-06-05,Morning,09:35AM - 10:04AM,Y
5373,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,10,2024-06-05,Morning,09:35AM - 10:04AM,Y
5374,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,10,2024-06-05,Morning,09:35AM - 10:04AM,Y
5375,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:08AM - 10:28AM,Y
5376,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:08AM - 10:28AM,N
5377,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:08AM - 10:28AM,Y
5378,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:08AM - 10:28AM,Y
5379,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:08AM - 10:28AM,Y
5380,2022-2026,Paul,Ainslie,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:29AM - 10:30AM,Y
5381,2022-2026,Vincent,Crisanti,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:29AM - 10:30AM,N
5382,2022-2026,Ausma,Malik,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:29AM - 10:30AM,Y
5383,2022-2026,Chris,Moise,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:29AM - 10:30AM,Y
5384,2022-2026,Anthony,Perruzza,Board of Governors of Exhibition Place,10,2024-06-05,Morning,10:29AM - 10:30AM,Y
5385,2022-2026,Mike,Colle,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:10PM - 12:11PM,Y
5386,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:10PM - 12:11PM,Y
5387,2022-2026,Mike,Colle,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:13PM - 12:20PM,Y
5388,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:13PM - 12:20PM,Y
5389,2022-2026,Mike,Colle,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:21PM - 16:40PM,Y
5390,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,9,2024-06-10,Afternoon,12:21PM - 16:40PM,Y
5391,2022-2026,Mike,Colle,Nominating Panel - Corporations,9,2024-06-10,Afternoon,16:41PM - 16:43PM,Y
5392,2022-2026,Paula,Fletcher,Nominating Panel - Corporations,9,2024-06-10,Afternoon,16:41PM - 16:43PM,Y
5393,2022-2026,Brad,Bradford,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5394,2022-2026,Alejandra,Bravo,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5395,2022-2026,Paula,Fletcher,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5396,2022-2026,Ausma,Malik,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,N
5397,2022-2026,Josh,Matlow,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5398,2022-2026,Chris,Moise,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5399,2022-2026,Gord,Perks,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5400,2022-2026,Dianne,Saxe,Toronto and East York Community Council,14,2024-06-11,Morning,09:37AM - 09:45AM,Y
5401,2022-2026,Brad,Bradford,Toronto and East York Community Council,14,2024-06-11,Morning,10:02AM - 12:38PM,Y
